"","country","continent","iso_alpha","iso_num","cntry_col","cntnt_col","iso2c","variable","measurement"
"307","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","air",55.3708344433937
"308","Suriname","Americas",NA,NA,NA,NA,"SR","air",24.7800105357684
"309","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","air",6.18466509039924
"310","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","air",10.3031001048906
"311","Syria","Asia","SYR",760,"#B291C1","#276419","SY","air",43.7572594654519
"312","Tajikistan","Asia",NA,NA,NA,NA,"TJ","air",46.1521853683313
"313","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","air",29.0766405124356
"314","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","air",26.2567265583447
"315","Timor-Leste","Asia",NA,NA,NA,NA,"TL","air",19.2572091668723
"316","Togo","Africa","TGO",768,"#F1A142","#276419","TG","air",35.7313356081261
"317","Tonga","Oceania",NA,NA,NA,NA,"TO","air",10.7854788558585
"318","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","air",24.1085684320503
"319","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","air",37.6559937453942
"320","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","air",44.3115256776956
"321","Turkmenistan","Asia",NA,NA,NA,NA,"TM","air",21.767720976212
"322","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","air",50.4943213226178
"323","Ukraine","Europe",NA,NA,NA,NA,"UA","air",20.3097758188675
"324","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","air",40.9175098248731
"325","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","air",10.4726903888942
"326","United States","Americas","USA",840,"#A50026","#40004B","US","air",7.40944166188307
"327","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","air",9.27488332030728
"328","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","air",28.455901201856
"329","Vanuatu","Oceania",NA,NA,NA,NA,"VU","air",11.6527770296143
"330","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","air",17.0085535697031
"331","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","air",29.6267283386303
"332","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","air",33.2256303758951
"333","Yemen, Rep.","Asia","YEM",887,"#A883B8","#A50026","YE","air",50.4560068932715
"334","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","air",27.438034758712
"335","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","air",22.2516710932407
"336","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","bas_unemp",12.2833003997803
"337","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","bas_unemp",13.789999961853
"338","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","bas_unemp",23.6200008392334
"339","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","bas_unemp",14.4979000091553
"340","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","bas_unemp",11.0818004608154
"341","Armenia","Asia",NA,NA,NA,NA,"AM","bas_unemp",17.4030990600586
"342","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","bas_unemp",8.63000011444092
"343","Austria","Europe","AUT",40,"#92C858","#40004B","AT","bas_unemp",11.3072996139526
"344","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","bas_unemp",9.53999996185303
"345","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","bas_unemp",1.5
"346","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","bas_unemp",3.4539999961853
"347","Barbados","Americas",NA,NA,NA,NA,"BB","bas_unemp",1.92999994754791
"348","Belarus","Europe",NA,NA,NA,NA,"BY","bas_unemp",13.3900003433228
"349","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","bas_unemp",12.3570995330811
"350","Belize","Americas",NA,NA,NA,NA,"BZ","bas_unemp",6.54530000686646
"351","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","bas_unemp",2.45639991760254
"352","Bhutan","Asia",NA,NA,NA,NA,"BT","bas_unemp",2.32999992370605
"353","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","bas_unemp",2.50789999961853
"354","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","bas_unemp",20.1333999633789
"355","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","bas_unemp",21.0300006866455
"356","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","bas_unemp",14.6498003005981
"357","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","bas_unemp",10.4366998672485
"358","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","bas_unemp",14.9979000091553
"359","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","bas_unemp",6.01760005950928
"360","Burundi","Africa","BDI",108,"#E79029","#313695","BI","bas_unemp",3.16960000991821
"361","Cabo Verde","Africa",NA,NA,NA,NA,"CV","bas_unemp",9.25
"362","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","bas_unemp",0.57370001077652
"363","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","bas_unemp",2.57620000839233
"364","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","bas_unemp",11.8515996932983
"365","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","bas_unemp",6.88899993896484
"366","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","bas_unemp",6.65810012817383
"367","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","bas_unemp",5.22629976272583
"368","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","bas_unemp",2.06760001182556
"369","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","bas_unemp",23.4995994567871
"370","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","bas_unemp",10.203200340271
"371","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","bas_unemp",2.23860001564026
"372","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","bas_unemp",11.3030004501343
"373","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","bas_unemp",2.97000002861023
"374","Cyprus","Europe",NA,NA,NA,NA,"CY","bas_unemp",9.56879997253418
"375","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","bas_unemp",10.6365995407104
"376","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","bas_unemp",7.95639991760254
"377","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","bas_unemp",5.3701000213623
"378","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","bas_unemp",2.01830005645752
"379","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","bas_unemp",6.84040021896362
"380","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","bas_unemp",3.74769997596741
"381","Estonia","Europe",NA,NA,NA,NA,"EE","bas_unemp",10.2891998291016
"382","Eswatini","Africa",NA,NA,NA,NA,"SZ","bas_unemp",25.3896999359131
"383","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","bas_unemp",3.19679999351501
"384","Fiji","Oceania",NA,NA,NA,NA,"FJ","bas_unemp",2.57509994506836
"385","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","bas_unemp",15.8662004470825
"386","France","Europe","FRA",250,"#31701B","#40004B","FR","bas_unemp",16.0825996398926
"387","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","bas_unemp",11.8955001831055
"388","Georgia","Asia",NA,NA,NA,NA,"GE","bas_unemp",10.9361000061035
"389","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","bas_unemp",8.79259967803955
"390","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","bas_unemp",3.45530009269714
"391","Greece","Europe","GRC",300,"#599C28","#313695","GR","bas_unemp",21.824499130249
"392","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","bas_unemp",3.0560998916626
"393","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","bas_unemp",10.6215000152588
"394","Guyana","Americas",NA,NA,NA,NA,"GY","bas_unemp",11.8315000534058
"395","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","bas_unemp",18.0370006561279
"396","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","bas_unemp",5.33190011978149
"397","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","bas_unemp",10.2545003890991
"398","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","bas_unemp",4.52699995040894
"399","India","Asia","IND",356,"#460552","#276419","IN","bas_unemp",4.18330001831055
"400","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","bas_unemp",3.07039999961853
"401","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","bas_unemp",8.94999980926514
"402","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","bas_unemp",7.46470022201538
"403","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","bas_unemp",9.71389961242676
"404","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","bas_unemp",9.57110023498535
"405","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","bas_unemp",14.4746999740601
"406","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","bas_unemp",6.6399998664856
"407","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","bas_unemp",1.58669996261597
"408","Kiribati","Oceania",NA,NA,NA,NA,"KI","bas_unemp",9.32479953765869
"409","Latvia","Europe",NA,NA,NA,NA,"LV","bas_unemp",16.1124992370605
"410","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","bas_unemp",8.76000022888184
"411","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","bas_unemp",2.76939988136292
"412","Lithuania","Europe",NA,NA,NA,NA,"LT","bas_unemp",17.1259994506836
"413","Luxembourg","Europe",NA,NA,NA,NA,"LU","bas_unemp",8.37290000915527
"414","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","bas_unemp",1.13870000839233
"415","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","bas_unemp",29.5956001281738
"416","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","bas_unemp",2.0699999332428
"417","Maldives","Asia",NA,NA,NA,NA,"MV","bas_unemp",9.41889953613281
"418","Mali","Africa","MLI",466,"#D37610","#40004B","ML","bas_unemp",2.11660003662109
"419","Malta","Europe",NA,NA,NA,NA,"MT","bas_unemp",5.58109998703003
"420","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","bas_unemp",17.4570999145508
"421","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","bas_unemp",4.16900014877319
"422","Mexico","Americas","MEX",484,"#B51026","#313695","MX","bas_unemp",3.01729989051819
"423","Micronesia","Oceania",NA,NA,NA,NA,"FM","bas_unemp",9.60519981384277
"424","Moldova","Europe",NA,NA,NA,NA,"MD","bas_unemp",2.74780011177063
"425","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","bas_unemp",3.15179991722107
"426","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","bas_unemp",20.3183002471924
"427","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","bas_unemp",10.3199996948242
"428","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","bas_unemp",6.14970016479492
"429","Myanmar","Asia","MMR",104,"#834492","#276419","MM","bas_unemp",0.58050000667572
"430","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","bas_unemp",17.4981002807617
"431","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","bas_unemp",10.4357995986938
"432","Netherlands","Europe","NLD",528,"#529624","#276419","NL","bas_unemp",6.43800020217896
"433","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","bas_unemp",9.4399995803833
"434","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","bas_unemp",4.66349983215332
"435","Niger","Africa","NER",562,"#C5690B","#276419","NE","bas_unemp",1.54519999027252
"436","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","bas_unemp",6.32829999923706
"437","North Macedonia","Europe",NA,NA,NA,NA,"MK","bas_unemp",23.3295993804932
"438","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","bas_unemp",8.30370044708252
"439","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","bas_unemp",3.85649991035461
"440","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","bas_unemp",3.21399998664856
"441","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","bas_unemp",1.62950003147125
"442","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","bas_unemp",4.98960018157959
"443","Peru","Americas","PER",604,"#D73027","#276419","PE","bas_unemp",4.71630001068115
"444","Philippines","Asia","PHL",608,"#681F75","#276419","PH","bas_unemp",4.46000003814697
"445","Poland","Europe","POL",616,"#468A1F","#A50026","PL","bas_unemp",9.85420036315918
"446","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","bas_unemp",7.14499998092651
"447","Qatar","Asia",NA,NA,NA,NA,"QA","bas_unemp",0.119999997317791
"448","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","bas_unemp",5.5637001991272
"449","Russia","Europe",NA,NA,NA,NA,"RU","bas_unemp",12.691499710083
"450","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","bas_unemp",16.6084003448486
"451","Samoa","Oceania",NA,NA,NA,NA,"WS","bas_unemp",14.5721998214722
"452","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","bas_unemp",1.16999995708466
"453","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","bas_unemp",8.39980030059814
"454","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","bas_unemp",12.1461000442505
"455","Seychelles","Africa",NA,NA,NA,NA,"SC","bas_unemp",2.29850006103516
"456","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","bas_unemp",6.49550008773804
"457","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","bas_unemp",3.52999997138977
"458","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","bas_unemp",29.7752990722656
"459","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","bas_unemp",8.41320037841797
"460","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","bas_unemp",0.523299992084503
"461","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","bas_unemp",32.6623992919922
"462","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","bas_unemp",21.5610008239746
"463","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","bas_unemp",3.05830001831055
"464","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","bas_unemp",18.56130027771
"465","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","bas_unemp",19.0470008850098
"466","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","bas_unemp",8.07219982147217
"467","Tajikistan","Asia",NA,NA,NA,NA,"TJ","bas_unemp",5.42210006713867
"468","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","bas_unemp",4.95679998397827
"469","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","bas_unemp",0.613900005817413
"470","Timor-Leste","Asia",NA,NA,NA,NA,"TL","bas_unemp",4.34749984741211
"471","Togo","Africa","TGO",768,"#F1A142","#276419","TG","bas_unemp",6.3383002281189
"472","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","bas_unemp",3.79889988899231
"473","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","bas_unemp",9.90970039367676
"474","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","bas_unemp",10.0128002166748
"475","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","bas_unemp",10.9899997711182
"476","Ukraine","Europe",NA,NA,NA,NA,"UA","bas_unemp",10.3087997436523
"477","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","bas_unemp",1.21449995040894
"478","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","bas_unemp",6.31239986419678
"479","United States","Americas","USA",840,"#A50026","#40004B","US","bas_unemp",5.87220001220703
"480","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","bas_unemp",9.86779975891113
"481","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","bas_unemp",6.08659982681274
"482","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","bas_unemp",1.46270000934601
"483","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","bas_unemp",28.5678997039795
"484","Yemen, Rep.","Asia","YEM",887,"#A883B8","#A50026","YE","bas_unemp",12.7532997131348
"485","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","bas_unemp",11.436900138855
"486","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","bas_unemp",5.27050018310547
"487","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","child_mor",47.9
"488","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","child_mor",7.8
"489","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","child_mor",20.1
"490","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","child_mor",51.6
"491","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","child_mor",5
"492","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","child_mor",8.8
"493","Armenia","Asia",NA,NA,NA,NA,"AM","child_mor",11
"494","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","child_mor",3.1
"495","Austria","Europe","AUT",40,"#92C858","#40004B","AT","child_mor",2.9
"496","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","child_mor",19.2
"497","Bahamas","Americas",NA,NA,NA,NA,"BS","child_mor",8.3
"498","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","child_mor",6.1
"499","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","child_mor",25.1
"500","Barbados","Americas",NA,NA,NA,NA,"BB","child_mor",11.3
"501","Belarus","Europe",NA,NA,NA,NA,"BY","child_mor",2.6
"502","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","child_mor",2.9
"503","Belize","Americas",NA,NA,NA,NA,"BZ","child_mor",11.2
"504","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","child_mor",60.5
"505","Bhutan","Asia",NA,NA,NA,NA,"BT","child_mor",24.8
"506","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","child_mor",21.8
"507","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","child_mor",5
"508","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","child_mor",30
"509","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","child_mor",12.8
"510","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","child_mor",9.8
"511","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","child_mor",5.9
"512","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","child_mor",49
"513","Burundi","Africa","BDI",108,"#E79029","#313695","BI","child_mor",41
"514","Cabo Verde","Africa",NA,NA,NA,NA,"CV","child_mor",16.7
"515","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","child_mor",24
"516","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","child_mor",50.6
"517","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","child_mor",4.3
"518","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","child_mor",84.5
"519","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","child_mor",71.4
"520","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","child_mor",6.2
"521","China","Asia","CHN",156,"#40004B","#40004B","CN","child_mor",7.4
"522","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","child_mor",12.2
"523","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","child_mor",51.3
"524","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","child_mor",68.2
"525","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","child_mor",36.2
"526","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","child_mor",7.6
"527","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","child_mor",59.4
"528","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","child_mor",4
"529","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","child_mor",3.7
"530","Cyprus","Europe",NA,NA,NA,NA,"CY","child_mor",1.9
"531","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","child_mor",2.7
"532","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","child_mor",3.6
"533","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","child_mor",49.8
"534","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","child_mor",24.1
"535","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","child_mor",12.2
"536","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","child_mor",18.1
"537","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","child_mor",11.8
"538","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","child_mor",62.6
"539","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","child_mor",31.3
"540","Estonia","Europe",NA,NA,NA,NA,"EE","child_mor",2.1
"541","Eswatini","Africa",NA,NA,NA,NA,"SZ","child_mor",43
"542","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","child_mor",39.1
"543","Fiji","Oceania",NA,NA,NA,NA,"FJ","child_mor",21.6
"544","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","child_mor",1.4
"545","France","Europe","FRA",250,"#31701B","#40004B","FR","child_mor",3.4
"546","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","child_mor",32.7
"547","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","child_mor",39
